NTD ID,Mode,Type of Service,Agency,City,State,Legacy NTD ID,Organization Type,Reporter Type,Primary UZA Population,Agency VOMS,Mode VOMS,Major Mechanical Failures,Major Mechanical Failures Questionable,Other Mechanical Failures,Other Mechanical Failures Questionable,Total Mechanical Failures,Total Mechanical Failures Questionable,Vehicle/Passenger Car Miles,Vehicle/Passenger Car Miles Questionable,Vehicle/Passenger Car Revenue Miles,Vehicle/Passenger Car Revenue Miles Questionable,Train Miles,Train Miles Questionable,Train Revenue Miles,Train Revenue Miles Questionable,Any Data Questionable?,Mean Miles Between Breakdowns,Rank,"Rank, 10 Biggest"
40040,MB,PT,Jacksonville Transportation Authority,Jacksonville,FL,4040,Independent Public Agency or Authority of Transit Service,Full Reporter,1065219,227,7,3,NA,11,NA,14,NA,182904,NA,176814,NA,0,NA,0,NA,No,12629.57142857143,159,NA
50113,MB,DO,Pace - Suburban Bus Division,Arlington Heights,IL,5113,Independent Public Agency or Authority of Transit Service,Full Reporter,8608208,986,480,1247,NA,427,NA,1674,NA,25029637,NA,20846028,NA,0,NA,0,NA,No,12452.824372759856,160,NA
40007,MB,PT,GoRaleigh,Raleigh,NC,4007,"City, County or Local Government Unit or Department of Transportation",Full Reporter,884891,253,75,67,NA,253,NA,320,NA,4277829,NA,3983500,NA,0,NA,0,NA,No,12448.4375,161,NA
20084,MB,PT,Public Transportation - Transport of Rockland,New City,NY,2084,"City, County or Local Government Unit or Department of Transportation",Full Reporter,18351295,52,33,147,NA,8,NA,155,NA,2277223,NA,1921389,NA,0,NA,0,NA,No,12396.05806451613,162,NA
70014,MB,DO,Topeka Metropolitan Transit Authority,Topeka,KS,7014,Independent Public Agency or Authority of Transit Service,Full Reporter,150003,35,19,26,NA,45,NA,71,NA,898474,NA,878780,NA,0,NA,0,NA,No,12377.18309859155,163,NA
40030,MB,DO,Regional Transit System,Gainesville,FL,4030,"City, County or Local Government Unit or Department of Transportation",Full Reporter,187781,144,99,236,NA,36,NA,272,NA,3490733,NA,3334697,NA,0,NA,0,NA,No,12259.91544117647,164,NA
90015,MB,DO,San Francisco Municipal Transportation Agency,San Francisco,CA,9015,"City, County or Local Government Unit or Department of Transportation",Full Reporter,3281212,746,398,861,NA,98,NA,959,NA,13552295,NA,11750407,NA,0,NA,0,NA,No,12252.770594369134,165,NA
90146,MB,PT,Foothill Transit,West Covina,CA,9146,Independent Public Agency or Authority of Transit Service,Full Reporter,12150996,303,303,338,NA,644,NA,982,NA,16152327,NA,11952097,NA,0,NA,0,NA,No,12171.178207739307,166,NA
50113,MB,PT,Pace - Suburban Bus Division,Arlington Heights,IL,5113,Independent Public Agency or Authority of Transit Service,Full Reporter,8608208,986,27,32,NA,42,NA,74,NA,1038892,NA,870529,NA,0,NA,0,NA,No,11763.905405405405,167,NA
90006,MB,DO,Santa Cruz Metropolitan Transit District,Santa Cruz,CA,9006,Independent Public Agency or Authority of Transit Service,Full Reporter,163703,80,46,153,NA,1,NA,154,NA,2030363,NA,1801241,NA,0,NA,0,NA,No,11696.37012987013,168,NA
50026,MB,PT,Metropolitan Area Transit,Moorhead,MN,5026,"City, County or Local Government Unit or Department of Transportation",Full Reporter,176676,11,8,10,NA,31,NA,41,NA,497925,NA,477974,NA,0,NA,0,NA,No,11657.90243902439,169,NA
90244,MB,PT,Tulare Intermodal Express,Tulare,CA,9244,"City, County or Local Government Unit or Department of Transportation",Full Reporter,219454,10,7,2,NA,47,NA,49,NA,576162,NA,563934,NA,0,NA,0,NA,No,11508.857142857143,170,NA
60007,MB,DO,Trinity Metro,Fort Worth,TX,6007,Independent Public Agency or Authority of Transit Service,Full Reporter,5121892,295,122,387,NA,87,NA,474,NA,6185105,NA,5383909,NA,0,NA,0,NA,No,11358.457805907174,171,NA
30096,MB,DO,The Tri-County Council for the Lower Eastern Shore of Maryland,Salisbury,MD,3096,Independent Public Agency or Authority of Transit Service,Full Reporter,98081,37,17,81,NA,29,NA,110,NA,1242636,NA,1240818,NA,0,NA,0,NA,No,11280.163636363637,172,NA
10130,MB,PT,Connecticut Department of Transportation -CTTRANSIT New Britain,Berlin,CT,1130,Private Provider Reporting on Behalf of a Public Entity,Full Reporter,924859,13,13,56,NA,15,NA,71,NA,857835,NA,793955,NA,0,NA,0,NA,No,11182.464788732394,173,NA
50039,MB,DO,Saginaw Transit Authority Regional Service,Saginaw,MI,5039,Independent Public Agency or Authority of Transit Service,Full Reporter,126265,54,26,19,NA,29,NA,48,NA,537369,NA,533688,NA,0,NA,0,NA,No,11118.5,174,NA
90232,MB,PT,Solano County Transit,Vallejo,CA,9232,Independent Public Agency or Authority of Transit Service,Full Reporter,165074,24,12,29,NA,14,NA,43,NA,500565,NA,475065,NA,0,NA,0,NA,No,11048.023255813954,175,NA
60077,MB,DO,Santa Fe Trails,Santa Fe,NM,6077,"City, County or Local Government Unit or Department of Transportation",Full Reporter,89284,31,19,19,NA,42,NA,61,NA,703207,NA,670662,NA,0,NA,0,NA,No,10994.459016393443,176,NA
30013,MB,DO,Erie Metropolitan Transit Authority,Erie,PA,3013,Independent Public Agency or Authority of Transit Service,Full Reporter,196611,71,43,27,NA,93,NA,120,NA,1349387,NA,1318766,NA,0,NA,0,NA,No,10989.716666666667,177,NA
90241,MB,PT,County of Maui,Wailuku,HI,9241,"City, County or Local Government Unit or Department of Transportation",Full Reporter,55934,56,14,67,NA,50,NA,117,NA,1338753,NA,1279492,NA,0,NA,0,NA,No,10935.82905982906,178,NA
7,MB,PT,Lane Transit District,Eugene,OR,7,Independent Public Agency or Authority of Transit Service,Full Reporter,247421,115,2,8,NA,1,NA,9,NA,99243,NA,97276,NA,0,NA,0,NA,No,10808.444444444445,179,NA
10105,MB,PT,Cape Cod Regional Transit Authority,Hyannis,MA,1105,Independent Public Agency or Authority of Transit Service,Full Reporter,246695,274,43,87,NA,54,NA,141,NA,1645913,NA,1519669,NA,0,NA,0,NA,No,10777.794326241135,180,NA
40002,MB,DO,Knoxville Area Transit,Knoxville,TN,4002,"City, County or Local Government Unit or Department of Transportation",Full Reporter,558696,76,58,187,NA,49,NA,236,NA,2708605,NA,2537774,NA,0,NA,0,NA,No,10753.27966101695,181,NA
30072,MB,DO,TransIT Services of Frederick County,Frederick,MD,3072,"City, County or Local Government Unit or Department of Transportation",Full Reporter,141576,34,18,41,NA,29,NA,70,NA,802500,NA,748995,NA,0,NA,0,NA,No,10699.92857142857,182,NA
30022,MB,DO,Port Authority of Allegheny County,Pittsburgh,PA,3022,Independent Public Agency or Authority of Transit Service,Full Reporter,1733853,781,561,1581,NA,253,NA,1834,NA,25382759,NA,19498971,NA,0,NA,0,NA,No,10631.936205016358,183,NA
10107,MB,DO,Milford Transit District,Milford,CT,1107,Independent Public Agency or Authority of Transit Service,Full Reporter,923311,10,6,8,NA,19,NA,27,NA,290056,NA,286416,NA,0,NA,0,NA,No,10608,184,NA
90030,MB,PT,North County Transit District,Oceanside,CA,9030,Independent Public Agency or Authority of Transit Service,Full Reporter,2956746,183,135,497,NA,13,NA,510,NA,6034327,NA,5370922,NA,0,NA,0,NA,No,10531.219607843137,185,NA
50519,MB,PT,Minnesota Valley Transit Authority,Burnsville,MN,5222,Independent Public Agency or Authority of Transit Service,Full Reporter,2650890,95,87,180,NA,94,NA,274,NA,3884651,NA,2846121,NA,0,NA,0,NA,No,10387.302919708029,186,NA
30026,MB,DO,River Valley Transit,Williamsport,PA,3026,"City, County or Local Government Unit or Department of Transportation",Full Reporter,56142,30,26,63,NA,21,NA,84,NA,905494,NA,858203,NA,0,NA,0,NA,No,10216.702380952382,187,NA
90041,MB,DO,Montebello Bus Lines,Montebello,CA,9041,"City, County or Local Government Unit or Department of Transportation",Full Reporter,12150996,82,37,22,NA,140,NA,162,NA,1695541,NA,1649287,NA,0,NA,0,NA,No,10180.783950617284,188,NA
50149,MB,PT,Michiana Area Council of Governments,South Bend,IN,5149,"MPO, COG or Other Planning Agency",Full Reporter,143592,16,9,52,NA,9,NA,61,NA,657074,NA,618541,NA,0,NA,0,NA,No,10140.016393442624,189,NA
10087,MB,PT,Nashua Transit System,Nashua,NH,1087,"City, County or Local Government Unit or Department of Transportation",Full Reporter,226400,14,8,37,NA,8,NA,45,NA,464832,NA,454979,NA,0,NA,0,NA,No,10110.644444444444,190,NA
60134,MB,DO,The Woodlands Township,The Woodlands,TX,6134,"City, County or Local Government Unit or Department of Transportation",Full Reporter,239938,29,4,6,NA,3,NA,9,NA,103722,NA,90826,NA,0,NA,0,NA,No,10091.777777777777,191,NA
30007,MB,DO,Greater Roanoke Transit Company,Roanoke,VA,3007,Other Publicly-Owned or Privately Chartered Corporation,Full Reporter,210111,54,37,5,NA,172,NA,177,NA,1889949,NA,1785107,NA,0,NA,0,NA,No,10085.350282485875,192,NA
40038,MB,DO,Escambia County Area Transit Authority,Pensacola,FL,4038,"City, County or Local Government Unit or Department of Transportation",Full Reporter,340067,78,39,28,NA,94,NA,122,NA,1308345,NA,1227580,NA,0,NA,0,NA,No,10062.131147540984,193,NA
25,MB,DO,Salem-Keizer Transit or Cherriots,Salem,OR,25,Independent Public Agency or Authority of Transit Service,Full Reporter,236632,116,53,140,NA,85,NA,225,NA,2419098,NA,2258436,NA,0,NA,0,NA,No,10037.493333333334,194,NA
80001,MB,DO,Utah Transit Authority,Salt Lake City,UT,8001,Independent Public Agency or Authority of Transit Service,Full Reporter,1021243,1016,338,799,NA,750,NA,1549,NA,17262587,NA,15534571,NA,0,NA,0,NA,No,10028.774047772757,195,NA
90173,MB,PT,Merced The Bus,Merced,CA,9173,Independent Public Agency or Authority of Transit Service,Full Reporter,136969,57,38,122,NA,17,NA,139,NA,1584205,NA,1391137,NA,0,NA,0,NA,No,10008.179856115108,196,NA
30014,MB,DO,Capital Area Transit,Harrisburg,PA,3014,Independent Public Agency or Authority of Transit Service,Full Reporter,444474,114,62,129,NA,62,NA,191,NA,2173362,NA,1897087,NA,0,NA,0,NA,No,9932.392670157067,197,NA
57,MB,PT,Central Oregon Intergovernmental Council,Bend,OR,57,"MPO, COG or Other Planning Agency",Full Reporter,83794,43,13,10,NA,27,NA,37,NA,377619,NA,363685,NA,0,NA,0,NA,No,9829.324324324325,198,NA
34,MB,DO,Rogue Valley Transportation District,Medford,OR,34,Independent Public Agency or Authority of Transit Service,Full Reporter,154081,45,28,63,NA,46,NA,109,NA,1147484,NA,1070032,NA,0,NA,0,NA,No,9816.80733944954,199,NA
90142,MB,DO,ASUCD-Unitrans,Davis,CA,9142,University,Full Reporter,72794,21,21,50,NA,11,NA,61,NA,612027,NA,597058,NA,0,NA,0,NA,No,9787.83606557377,200,NA
70035,MB,PT,Johnson County Transit,Olathe,KS,7035,"City, County or Local Government Unit or Department of Transportation",Full Reporter,1519417,77,19,71,NA,12,NA,83,NA,1151357,NA,809288,NA,0,NA,0,NA,No,9750.4578313253,201,NA
50110,MB,DO,Bloomington Public Transportation Corporation,Bloomington,IN,5110,Independent Public Agency or Authority of Transit Service,Full Reporter,108657,29,24,3,NA,89,NA,92,NA,924378,NA,895545,NA,0,NA,0,NA,No,9734.184782608696,202,NA
22930,MB,PT,New York City Economic Development Corporation,New York,NY,NA,Private-Non-Profit Corporation,Full Reporter,18351295,25,4,0,NA,13,NA,13,NA,169425,NA,126395,NA,0,NA,0,NA,No,9722.692307692309,203,NA
50117,MB,DO,Laketran,Painesville,OH,5117,Independent Public Agency or Authority of Transit Service,Full Reporter,1780673,94,17,53,NA,29,NA,82,NA,884270,NA,795951,NA,0,NA,0,NA,No,9706.719512195123,204,NA
40006,MB,PT,Wave Transit,Wilmington,NC,4006,Independent Public Agency or Authority of Transit Service,Full Reporter,219957,42,25,25,NA,83,NA,108,NA,1087374,NA,1047692,NA,0,NA,0,NA,No,9700.851851851852,205,NA
20080,MB,DO,New Jersey Transit Corporation,Newark,NJ,2080,Other Publicly-Owned or Privately Chartered Corporation,Full Reporter,18351295,3494,1894,4362,NA,3129,NA,7491,NA,94108947,NA,72294493,NA,0,NA,0,NA,No,9650.846749432652,206,1
10064,MB,PT,Greater Attleboro-Taunton Regional Transit Authority,Taunton,MA,1064,Independent Public Agency or Authority of Transit Service,Full Reporter,1190956,99,34,90,NA,37,NA,127,NA,1322718,NA,1208861,NA,0,NA,0,NA,No,9518.590551181102,207,NA
60111,MB,DO,Rio Metro Regional Transit District,Albuquerque,NM,6111,Independent Public Agency or Authority of Transit Service,Full Reporter,741318,58,5,14,NA,1,NA,15,NA,158888,NA,141089,NA,0,NA,0,NA,No,9405.933333333332,208,NA
80007,MB,DO,Pueblo Transit,Pueblo,CO,8007,"City, County or Local Government Unit or Department of Transportation",Full Reporter,136550,25,14,5,NA,51,NA,56,NA,533428,NA,524031,NA,0,NA,0,NA,No,9357.69642857143,209,NA
40034,MB,PT,Transportation & Public Work,Miami,FL,4034,"City, County or Local Government Unit or Department of Transportation",Full Reporter,5502379,1386,172,182,NA,346,NA,528,NA,6220860,NA,4868281,NA,0,NA,0,NA,No,9220.229166666666,210,NA
30051,MB,DO,"Ride On, Montgomery County Transit",Rockville,MD,3051,"City, County or Local Government Unit or Department of Transportation",Full Reporter,4586770,255,255,143,NA,1009,NA,1152,NA,12420762,NA,10607294,NA,0,NA,0,NA,No,9207.720486111111,211,NA
41199,MB,PT,Area Regional Transit - ART,Fort Pierce,FL,NA,"City, County or Local Government Unit or Department of Transportation",Full Reporter,376047,29,13,12,NA,48,NA,60,NA,620542,NA,552007,NA,0,NA,0,NA,No,9200.116666666667,212,NA
30137,MB,DO,Monroe County Transportation  Authority,Swiftwater,PA,3R04-012,Independent Public Agency or Authority of Transit Service,Full Reporter,54316,27,7,24,NA,17,NA,41,NA,408317,NA,376784,NA,0,NA,0,NA,No,9189.8536585365855,213,NA
90214,MB,PT,Beach Cities Transit,Redondo Beach,CA,9214,"City, County or Local Government Unit or Department of Transportation",Full Reporter,12150996,21,18,31,NA,6,NA,37,NA,382455,NA,338829,NA,0,NA,0,NA,No,9157.54054054054,214,NA
8,MB,DO,Tri-County Metropolitan Transportation District of Oregon,Portland,OR,8,Independent Public Agency or Authority of Transit Service,Full Reporter,1849898,736,512,1724,NA,533,NA,2257,NA,24123013,NA,20633760,NA,0,NA,0,NA,No,9142.117855560478,215,NA
30061,MB,PT,Mid Mon Valley Transit Authority,Charleroi,PA,3061,Independent Public Agency or Authority of Transit Service,Full Reporter,66086,22,22,41,NA,35,NA,76,NA,838469,NA,694006,NA,0,NA,0,NA,No,9131.657894736842,216,NA
30014,MB,PT,Capital Area Transit,Harrisburg,PA,3014,Independent Public Agency or Authority of Transit Service,Full Reporter,444474,114,2,6,NA,2,NA,8,NA,73536,NA,72741,NA,0,NA,0,NA,No,9092.625,217,NA
90020,MB,DO,Santa Barbara Metropolitan Transit District,Santa Barbara,CA,9020,Independent Public Agency or Authority of Transit Service,Full Reporter,195861,74,74,26,NA,206,NA,232,NA,2398517,NA,2099365,NA,0,NA,0,NA,No,9048.987068965518,218,NA
30080,MB,PT,Arlington Transit,Arlington,VA,3080,"City, County or Local Government Unit or Department of Transportation",Full Reporter,4586770,67,42,123,NA,58,NA,181,NA,1775837,NA,1613346,NA,0,NA,0,NA,No,8913.513812154697,219,NA
30044,MB,DO,Westmoreland County Transit Authority,Greensburg,PA,3044,"City, County or Local Government Unit or Department of Transportation",Full Reporter,1733853,70,31,11,NA,80,NA,91,NA,1118835,NA,810734,NA,0,NA,0,NA,No,8909.164835164835,220,NA
50092,MB,PT,Rochester Public Transit,Rochester,MN,5092,"City, County or Local Government Unit or Department of Transportation",Full Reporter,107677,51,42,40,NA,121,NA,161,NA,1560609,NA,1423172,NA,0,NA,0,NA,No,8839.577639751553,221,NA
50184,MB,DO,Macatawa Area Express Transportation Authority,Holland,MI,5184,Independent Public Agency or Authority of Transit Service,Full Reporter,99941,23,8,6,NA,16,NA,22,NA,200265,NA,193906,NA,0,NA,0,NA,No,8813.90909090909,222,NA
90131,MB,PT,Scottsdale Trolley,Scottsdale,AZ,9131,"City, County or Local Government Unit or Department of Transportation",Full Reporter,3629114,14,14,8,NA,61,NA,69,NA,652626,NA,600642,NA,0,NA,0,NA,No,8704.95652173913,223,NA
40138,MB,PT,Gwinnett County Transit,Lawrenceville,GA,4138,"City, County or Local Government Unit or Department of Transportation",Full Reporter,4515419,65,33,119,NA,73,NA,192,NA,1824613,NA,1668275,NA,0,NA,0,NA,No,8688.932291666666,224,NA
20209,MB,DO,Somerset County Transportation,Somerville,NJ,2209,"City, County or Local Government Unit or Department of Transportation",Full Reporter,18351295,61,10,11,NA,25,NA,36,NA,350981,NA,312228,NA,0,NA,0,NA,No,8673,225,NA
50025,MB,DO,Duluth Transit Authority,Duluth,MN,5025,Independent Public Agency or Authority of Transit Service,Full Reporter,120378,64,57,29,NA,197,NA,226,NA,2093991,NA,1958344,NA,0,NA,0,NA,No,8665.238938053097,226,NA
50029,MB,DO,Bay Metropolitan Transit Authority,Bay City,MI,5029,Independent Public Agency or Authority of Transit Service,Full Reporter,70585,52,38,2,NA,17,NA,19,NA,164988,NA,164528,NA,0,NA,0,NA,No,8659.368421052632,227,NA
40035,MB,DO,Central Florida Regional Transportation Authority,Orlando,FL,4035,Independent Public Agency or Authority of Transit Service,Full Reporter,1510516,558,246,1639,NA,42,NA,1681,NA,16034495,NA,14540639,NA,0,NA,0,NA,No,8649.993456276026,228,NA
5,MB,DO,EVERETT TRANSIT,Everett,WA,5,"City, County or Local Government Unit or Department of Transportation",Full Reporter,3059393,39,25,84,NA,31,NA,115,NA,1155979,NA,991608,NA,0,NA,0,NA,No,8622.678260869565,229,NA
60033,MB,DO,Rock Region Metropolitan Transit Authority,North Little Rock,AR,6033,Independent Public Agency or Authority of Transit Service,Full Reporter,431388,71,34,88,NA,108,NA,196,NA,1789947,NA,1661784,NA,0,NA,0,NA,No,8478.489795918367,230,NA
10045,MB,PT,Connecticut Department of Transportation - CTTransit New Britain -Dattco.,New Britain,CT,1045,Private Provider Reporting on Behalf of a Public Entity,Full Reporter,924859,25,5,18,NA,4,NA,22,NA,209388,NA,186397,NA,0,NA,0,NA,No,8472.59090909091,231,NA
50003,MB,DO,Kenosha Area Transit,Kenosha,WI,5003,"City, County or Local Government Unit or Department of Transportation",Full Reporter,124064,55,42,63,NA,37,NA,100,NA,902419,NA,844411,NA,0,NA,0,NA,No,8444.11,232,NA
90036,MB,DO,Orange County Transportation Authority,Orange,CA,9036,Independent Public Agency or Authority of Transit Service,Full Reporter,12150996,678,180,629,NA,439,NA,1068,NA,10400339,NA,8886949,NA,0,NA,0,NA,No,8321.11329588015,233,NA
90019,MB,DO,Sacramento RT,Sacramento,CA,9019,Independent Public Agency or Authority of Transit Service,Full Reporter,1723634,300,159,606,NA,160,NA,766,NA,7534970,NA,6348800,NA,0,NA,0,NA,No,8288.250652741513,234,NA
40108,MB,DO,GoTriangle,Durham,NC,4108,Independent Public Agency or Authority of Transit Service,Full Reporter,347602,91,51,59,NA,231,NA,290,NA,3079132,NA,2383495,NA,0,NA,0,NA,No,8218.948275862069,235,NA
40046,MB,DO,Sarasota County Area Transit,Sarasota,FL,4046,"City, County or Local Government Unit or Department of Transportation",Full Reporter,643260,92,36,232,NA,34,NA,266,NA,2339165,NA,2169137,NA,0,NA,0,NA,No,8154.650375939849,236,NA
10066,MB,DO,Green Mountain Transit Authority,Burlington,VT,1066,Independent Public Agency or Authority of Transit Service,Full Reporter,108740,137,52,50,NA,116,NA,166,NA,1496884,NA,1349138,NA,0,NA,0,NA,No,8127.3373493975905,237,NA
60269,MB,PT,Texas State University,San Marcos,TX,NA,University,Full Reporter,52826,37,37,12,NA,72,NA,84,NA,779943,NA,669440,NA,0,NA,0,NA,No,7969.523809523809,238,NA
40037,MB,DO,"Palm Tran, Inc.",West Palm Beach,FL,4037,"City, County or Local Government Unit or Department of Transportation",Full Reporter,5502379,377,118,607,NA,243,NA,850,NA,7508084,NA,6772825,NA,0,NA,0,NA,No,7968.029411764706,239,NA
70019,MB,DO,University of Iowa,Iowa City,IA,7019,University,Full Reporter,106621,29,26,11,NA,73,NA,84,NA,710445,NA,666390,NA,0,NA,0,NA,No,7933.214285714285,240,NA
99424,MB,PT,Pasadena Transit,Pasadena,CA,NA,"City, County or Local Government Unit or Department of Transportation",Full Reporter,12150996,36,24,0,NA,91,NA,91,NA,771647,NA,721701,NA,0,NA,0,NA,No,7930.780219780219,241,NA
60018,MB,DO,Metropolitan Tulsa Transit Authority,Tulsa,OK,6018,"City, County or Local Government Unit or Department of Transportation",Full Reporter,655479,88,51,231,NA,79,NA,310,NA,2667754,NA,2457744,NA,0,NA,0,NA,No,7928.206451612903,242,NA
30035,MB,DO,Ohio Valley Regional Transportation Authority,Wheeling,WV,3035,Independent Public Agency or Authority of Transit Service,Full Reporter,81249,17,14,3,NA,92,NA,95,NA,745571,NA,738404,NA,0,NA,0,NA,No,7772.6736842105265,243,NA
10007,MB,PT,Berkshire Regional Transit Authority,Pittsfield,MA,1007,"Subsidiary Unit of a Transit Agency, Reporting Separately",Full Reporter,59124,27,17,9,NA,110,NA,119,NA,915752,NA,915752,NA,0,NA,0,NA,No,7695.394957983193,244,NA
30030,MB,DO,Washington Metropolitan Area Transit Authority,Washington,DC,3030,Independent Public Agency or Authority of Transit Service,Full Reporter,4586770,2728,963,2489,NA,1144,NA,3633,NA,34650582,NA,27910366,NA,0,NA,0,NA,No,7682.456922653454,245,2
20175,MB,PT,Private Transportation Corporation,Brooklyn,NY,2175,Private-For-Profit Corporation,Full Reporter,18351295,6,6,5,NA,10,NA,15,NA,122421,NA,114539,NA,0,NA,0,NA,No,7635.933333333333,246,NA
40031,MB,DO,Lakeland Area Mass Transit District,Lakeland,FL,4031,Independent Public Agency or Authority of Transit Service,Full Reporter,262596,73,35,179,NA,10,NA,189,NA,1513918,NA,1437200,NA,0,NA,0,NA,No,7604.2328042328045,247,NA
80008,MB,DO,Cities Area Transit,Grand Forks,ND,8008,"City, County or Local Government Unit or Department of Transportation",Full Reporter,61270,22,12,0,NA,53,NA,53,NA,410571,NA,401015,NA,0,NA,0,NA,No,7566.320754716981,248,NA
30030,MB,PT,Washington Metropolitan Area Transit Authority,Washington,DC,3030,Independent Public Agency or Authority of Transit Service,Full Reporter,4586770,2728,47,132,NA,44,NA,176,NA,1835383,NA,1302856,NA,0,NA,0,NA,No,7402.590909090909,249,NA
90211,MB,PT,Anaheim Transportation Network,Anaheim,CA,9211,Independent Public Agency or Authority of Transit Service,Full Reporter,12150996,28,25,13,NA,6,NA,19,NA,168596,NA,140536,NA,0,NA,0,NA,No,7396.631578947368,250,NA
40014,MB,DO,Coast Transit Authority,Gulfport,MS,4014,Independent Public Agency or Authority of Transit Service,Full Reporter,208948,51,14,4,NA,107,NA,111,NA,847898,NA,806059,NA,0,NA,0,NA,No,7261.792792792793,251,NA
60018,MB,PT,Metropolitan Tulsa Transit Authority,Tulsa,OK,6018,"City, County or Local Government Unit or Department of Transportation",Full Reporter,655479,88,16,37,NA,0,NA,37,NA,327888,NA,266496,NA,0,NA,0,NA,No,7202.594594594595,252,NA
90036,MB,PT,Orange County Transportation Authority,Orange,CA,9036,Independent Public Agency or Authority of Transit Service,Full Reporter,12150996,678,111,643,NA,108,NA,751,NA,6743238,NA,5398546,NA,0,NA,0,NA,No,7188.4766977363515,253,NA
10016,MB,DO,Greater Portland Transit District,Portland,ME,1016,Independent Public Agency or Authority of Transit Service,Full Reporter,203914,34,34,5,NA,191,NA,196,NA,1459096,NA,1395889,NA,0,NA,0,NA,No,7121.882653061224,254,NA
90039,MB,DO,Culver City Municipal Bus Lines,Culver City,CA,9039,"City, County or Local Government Unit or Department of Transportation",Full Reporter,12150996,36,34,29,NA,174,NA,203,NA,1536145,NA,1443703,NA,0,NA,0,NA,No,7111.837438423645,255,NA
70008,MB,DO,Cedar Rapids Transit,Cedar Rapids,IA,7008,"City, County or Local Government Unit or Department of Transportation",Full Reporter,177844,27,22,52,NA,78,NA,130,NA,943614,NA,922045,NA,0,NA,0,NA,No,7092.653846153846,256,NA
90031,MB,PT,Riverside Transit Agency,Riverside,CA,9031,Independent Public Agency or Authority of Transit Service,Full Reporter,1932666,196,41,121,NA,166,NA,287,NA,2699547,NA,2025881,NA,0,NA,0,NA,No,7058.81881533101,257,NA
60114,MB,DO,STAR Transit,Terrell,TX,6114,"City, County or Local Government Unit or Department of Transportation",Full Reporter,5121892,49,5,18,NA,22,NA,40,NA,295668,NA,282248,NA,0,NA,0,NA,No,7056.2,258,NA
60019,MB,DO,ABQRIDE,Albuquerque,NM,6019,"City, County or Local Government Unit or Department of Transportation",Full Reporter,741318,163,87,187,NA,321,NA,508,NA,4020333,NA,3571594,NA,0,NA,0,NA,No,7030.6968503937005,259,NA
30085,MB,PT,Prince George's County Transit,Largo,MD,3085,"City, County or Local Government Unit or Department of Transportation",Full Reporter,4586770,93,65,241,NA,98,NA,339,NA,2757614,NA,2367506,NA,0,NA,0,NA,No,6983.793510324484,260,NA
90008,MB,DO,Big Blue Bus,Santa Monica,CA,9008,"City, County or Local Government Unit or Department of Transportation",Full Reporter,12150996,128,112,314,NA,217,NA,531,NA,4191090,NA,3700401,NA,0,NA,0,NA,No,6968.74011299435,261,NA
90035,MB,DO,Gold Coast Transit District,Oxnard,CA,9035,Independent Public Agency or Authority of Transit Service,Full Reporter,367260,70,48,138,NA,156,NA,294,NA,2183723,NA,2043998,NA,0,NA,0,NA,No,6952.374149659864,262,NA
50516,MB,PT,City of Plymouth,Plymouth,MN,5219,"City, County or Local Government Unit or Department of Transportation",Full Reporter,2650890,31,25,42,NA,1,NA,43,NA,478610,NA,298386,NA,0,NA,0,NA,No,6939.209302325581,263,NA
60051,MB,PT,The B,Corpus Christi,TX,6051,Independent Public Agency or Authority of Transit Service,Full Reporter,320069,114,15,49,NA,35,NA,84,NA,672247,NA,578727,NA,0,NA,0,NA,No,6889.607142857143,264,NA
24,MB,DO,Clark County Public Transportation Benefit Area Authority,Vancouver,WA,24,Independent Public Agency or Authority of Transit Service,Full Reporter,1849898,149,96,377,NA,169,NA,546,NA,4360182,NA,3733488,NA,0,NA,0,NA,No,6837.89010989011,265,NA
90014,MB,DO,Alameda-Contra Costa Transit District,Oakland,CA,9014,Independent Public Agency or Authority of Transit Service,Full Reporter,3281212,500,330,1118,NA,1243,NA,2361,NA,16460994,NA,15897190,NA,0,NA,0,NA,No,6733.244387971198,266,NA
80002,MB,DO,Sioux Area Metro,Sioux Falls,SD,8002,Private Provider Reporting on Behalf of a Public Entity,Full Reporter,156777,32,16,76,NA,15,NA,91,NA,620735,NA,611408,NA,0,NA,0,NA,No,6718.7692307692305,267,NA
50016,MB,DO,Central Ohio Transit Authority,Columbus,OH,5016,Independent Public Agency or Authority of Transit Service,Full Reporter,1368035,283,219,1066,NA,694,NA,1760,NA,13864399,NA,11809700,NA,0,NA,0,NA,No,6710.056818181818,268,NA
20008,MB,DO,MTA New York City Transit,Brooklyn,NY,2008,"Subsidiary Unit of a Transit Agency, Reporting Separately",Full Reporter,18351295,10075,3223,9790,NA,2308,NA,12098,NA,92862898,NA,80849156,NA,0,NA,0,NA,No,6682.853033559266,269,3
50005,MB,DO,City of Madison,Madison,WI,5005,"City, County or Local Government Unit or Department of Transportation",Full Reporter,401661,162,139,217,NA,429,NA,646,NA,4556327,NA,4241719,NA,0,NA,0,NA,No,6566.128482972136,270,NA
7,MB,DO,Lane Transit District,Eugene,OR,7,Independent Public Agency or Authority of Transit Service,Full Reporter,247421,115,45,165,NA,91,NA,256,NA,1776401,NA,1674364,NA,0,NA,0,NA,No,6540.484375,271,NA
